"YEAR","MONTH","DAY","DAY_OF_WEEK","AIRLINE","FLIGHT_NUMBER","TAIL_NUMBER","ORIGIN_AIRPORT","DESTINATION_AIRPORT","SCHEDULED_DEPARTURE","DEPARTURE_TIME","DEPARTURE_DELAY","TAXI_OUT","WHEELS_OFF","SCHEDULED_TIME","ELAPSED_TIME","AIR_TIME","DISTANCE","WHEELS_ON","TAXI_IN","SCHEDULED_ARRIVAL","ARRIVAL_TIME","ARRIVAL_DELAY","DIVERTED","CANCELLED","CANCELLATION_REASON","AIR_SYSTEM_DELAY","SECURITY_DELAY","AIRLINE_DELAY","LATE_AIRCRAFT_DELAY","WEATHER_DELAY"
2015,8,14,5,"EV",4169,"N14188","IAH","BRO",1505,1458,-7,6,1504,71,58,47,308,1551,5,1616,1556,-20,0,0,"",NA,NA,NA,NA,NA
2015,8,14,5,"WN",439,"N404WN","DAL","LGA",1730,1730,0,13,1743,205,202,179,1381,2142,10,2155,2152,-3,0,0,"",NA,NA,NA,NA,NA
2015,8,14,5,"EV",5947,"N15980","ICT","ORD",1808,1806,-2,13,1819,118,114,92,588,1951,9,2006,2000,-6,0,0,"",NA,NA,NA,NA,NA
2015,8,14,5,"MQ",3533,"N501MQ","CID","DFW",1820,1909,49,8,1917,126,113,86,685,2043,19,2026,2102,36,0,0,"",0,0,0,36,0
2015,8,14,5,"B6",225,"N598JB","JFK","TPA",1930,1926,-4,39,2005,190,174,132,1005,2217,3,2240,2220,-20,0,0,"",NA,NA,NA,NA,NA
2015,8,15,6,"AA",1810,"N190UW","PHX","CLT",630,626,-4,14,640,245,255,230,1773,1330,11,1335,1341,6,0,0,"",NA,NA,NA,NA,NA
2015,8,15,6,"VX",360,"N627VA","LAX","BOS",810,810,0,11,821,340,367,348,2611,1709,8,1650,1717,27,0,0,"",0,0,0,0,27
2015,8,15,6,"OO",5556,"N719SK","IAH","ABQ",900,858,-2,24,922,130,132,101,744,1003,7,1010,1010,0,0,0,"",NA,NA,NA,NA,NA
2015,8,15,6,"HA",211,"N492HA","OGG","LIH",1030,1025,-5,12,1037,45,49,31,201,1108,6,1115,1114,-1,0,0,"",NA,NA,NA,NA,NA
2015,8,15,6,"NK",180,"N630NK","FLL","LGA",1128,1334,126,8,1342,176,223,207,1076,1709,8,1424,1717,173,0,0,"",173,0,0,0,0
2015,8,15,6,"UA",794,"N45956","SFO","ORD",1258,1325,27,17,1342,253,253,213,1846,1915,23,1911,1938,27,0,0,"",0,0,27,0,0
2015,8,15,6,"EV",4135,"N14171","RSW","IAH",1421,1414,-7,16,1430,147,164,136,861,1546,12,1548,1558,10,0,0,"",NA,NA,NA,NA,NA
2015,8,15,6,"EV",4865,"N11535","IAH","BTR",1433,1428,-5,8,1436,67,61,40,253,1516,13,1540,1529,-11,0,0,"",NA,NA,NA,NA,NA
2015,8,15,6,"MQ",3111,"N661MQ","LRD","DFW",1433,1428,-5,10,1438,87,84,70,396,1548,4,1600,1552,-8,0,0,"",NA,NA,NA,NA,NA
2015,8,15,6,"WN",3882,"N255WN","HOU","PHX",1600,1627,27,9,1636,165,145,129,1020,1645,7,1645,1652,7,0,0,"",NA,NA,NA,NA,NA
2015,8,15,6,"WN",3313,"N8305E","BWI","SAN",1620,NA,NA,NA,NA,330,NA,NA,2295,NA,NA,1850,NA,NA,0,1,"C",NA,NA,NA,NA,NA
2015,8,15,6,"DL",447,"N188DN","JFK","LAX",1705,1802,57,32,1834,390,336,297,2475,2031,7,2035,2038,3,0,0,"",NA,NA,NA,NA,NA
2015,8,15,6,"UA",1091,"N66814","DEN","LAX",1725,1744,19,11,1755,151,130,114,862,1849,5,1856,1854,-2,0,0,"",NA,NA,NA,NA,NA
2015,8,16,7,"AS",62,"N779AS","FAI","ANC",600,542,-18,12,554,55,61,45,261,639,4,655,643,-12,0,0,"",NA,NA,NA,NA,NA
2015,8,16,7,"UA",559,"N402UA","LGA","IAH",729,733,4,13,746,222,201,183,1416,949,5,1011,954,-17,0,0,"",NA,NA,NA,NA,NA
2015,8,16,7,"AA",2228,"N4XCAA","DFW","SMF",910,915,5,10,925,224,205,189,1431,1034,6,1054,1040,-14,0,0,"",NA,NA,NA,NA,NA
2015,8,16,7,"DL",485,"N923AT","JFK","BOS",1100,1056,-4,16,1112,72,65,43,187,1155,6,1212,1201,-11,0,0,"",NA,NA,NA,NA,NA
2015,8,16,7,"B6",864,"N187JB","JFK","HYA",1122,1120,-2,21,1141,66,68,44,196,1225,3,1228,1228,0,0,0,"",NA,NA,NA,NA,NA
2015,8,16,7,"EV",5609,"N710EV","DTW","GRR",1210,1206,-4,17,1223,52,43,22,120,1245,4,1302,1249,-13,0,0,"",NA,NA,NA,NA,NA
2015,8,16,7,"OO",4843,"N629BR","PSP","SLC",1220,1215,-5,87,1342,101,168,75,541,1557,6,1501,1603,62,0,0,"",62,0,0,0,0
2015,8,16,7,"OO",4815,"N781CA","FAT","SLC",1225,1223,-2,21,1244,96,101,74,501,1458,6,1501,1504,3,0,0,"",NA,NA,NA,NA,NA
2015,8,16,7,"AA",204,"N011AA","DFW","STL",1330,1326,-4,13,1339,105,101,83,550,1502,5,1515,1507,-8,0,0,"",NA,NA,NA,NA,NA
2015,8,16,7,"MQ",3354,"N818MQ","DFW","ABI",1345,1353,8,10,1403,56,42,28,158,1431,4,1441,1435,-6,0,0,"",NA,NA,NA,NA,NA
2015,8,16,7,"OO",5601,"N794SK","IAH","PHX",1431,1512,41,12,1524,160,143,125,1009,1529,6,1511,1535,24,0,0,"",0,0,24,0,0
2015,8,16,7,"DL",2567,"N951AT","ATL","ICT",1459,1459,0,6,1505,138,112,102,782,1547,4,1617,1551,-26,0,0,"",NA,NA,NA,NA,NA
2015,8,16,7,"B6",827,"N354JB","BOS","BWI",1645,1646,1,12,1658,90,73,57,369,1755,4,1815,1759,-16,0,0,"",NA,NA,NA,NA,NA
2015,8,16,7,"DL",1830,"N362NW","SLC","JFK",1705,1828,83,12,1840,276,290,264,1990,104,14,2341,118,97,0,0,"",14,0,0,0,83
2015,8,16,7,"AA",1748,"N940UW","MCO","PHL",1708,1736,28,32,1808,161,154,120,861,2008,2,1949,2010,21,0,0,"",0,0,0,11,10
2015,8,16,7,"AA",1497,"N3FBAA","DFW","RNO",1710,1706,-4,14,1720,210,211,189,1345,1829,8,1840,1837,-3,0,0,"",NA,NA,NA,NA,NA
2015,8,16,7,"AS",515,"N619AS","SNA","SEA",1740,1737,-3,8,1745,152,150,135,978,2000,7,2012,2007,-5,0,0,"",NA,NA,NA,NA,NA
2015,8,16,7,"WN",1756,"N411WN","GSP","MDW",1805,1813,8,14,1827,105,100,81,562,1848,5,1850,1853,3,0,0,"",NA,NA,NA,NA,NA
2015,8,16,7,"AA",2254,"N861AA","MIA","JFK",1824,1822,-2,21,1843,185,177,148,1089,2111,8,2129,2119,-10,0,0,"",NA,NA,NA,NA,NA
2015,8,16,7,"AA",2140,"N947UW","DCA","BOS",1930,1924,-6,14,1938,87,86,64,399,2042,8,2057,2050,-7,0,0,"",NA,NA,NA,NA,NA
2015,8,16,7,"DL",2619,"N693DL","LAS","JFK",2230,2234,4,16,2250,293,298,275,2248,625,7,623,632,9,0,0,"",NA,NA,NA,NA,NA
2015,8,17,1,"OO",4486,"N187PQ","BNA","MSP",605,601,-4,12,613,136,123,103,695,756,8,821,804,-17,0,0,"",NA,NA,NA,NA,NA
2015,8,17,1,"NK",610,"N519NK","TPA","FLL",720,716,-4,10,726,58,55,37,197,803,8,818,811,-7,0,0,"",NA,NA,NA,NA,NA
2015,8,17,1,"AA",1046,"N4WJAA","ORD","MCI",855,849,-6,16,905,93,76,56,403,1001,4,1028,1005,-23,0,0,"",NA,NA,NA,NA,NA
2015,8,17,1,"AA",275,"N484AA","DFW","EWR",1002,1002,0,10,1012,207,195,180,1372,1412,5,1429,1417,-12,0,0,"",NA,NA,NA,NA,NA
2015,8,17,1,"AA",1507,"N585AA","ORD","TUS",1014,1012,-2,13,1025,218,198,180,1437,1125,5,1152,1130,-22,0,0,"",NA,NA,NA,NA,NA
2015,8,17,1,"DL",2257,"N344NB","SLC","SNA",1125,1123,-2,15,1138,112,105,85,588,1203,5,1217,1208,-9,0,0,"",NA,NA,NA,NA,NA
2015,8,17,1,"EV",5878,"N21129","XNA","IAH",1126,1116,-10,10,1126,101,96,71,438,1237,15,1307,1252,-15,0,0,"",NA,NA,NA,NA,NA
2015,8,17,1,"WN",692,"N8611F","SEA","BNA",1150,1202,12,19,1221,260,256,232,1978,1813,5,1810,1818,8,0,0,"",NA,NA,NA,NA,NA
2015,8,17,1,"OO",2950,"N506CA","YUM","PHX",1155,1140,-15,18,1158,60,61,34,160,1232,9,1255,1241,-14,0,0,"",NA,NA,NA,NA,NA
2015,8,17,1,"DL",2357,"N940DL","DTW","MKE",1200,1157,-3,17,1214,73,63,40,237,1154,6,1213,1200,-13,0,0,"",NA,NA,NA,NA,NA
2015,8,17,1,"OO",5339,"N905SW","ORD","MKE",1302,1317,15,30,1347,48,51,16,67,1403,5,1350,1408,18,0,0,"",3,0,0,15,0
2015,8,17,1,"B6",250,"N274JB","TPA","DCA",1442,1435,-7,15,1450,137,133,115,814,1645,3,1659,1648,-11,0,0,"",NA,NA,NA,NA,NA
2015,8,17,1,"WN",975,"N7708E","MSP","MDW",1505,1536,31,8,1544,85,80,68,349,1652,4,1630,1656,26,0,0,"",26,0,0,0,0
2015,8,17,1,"UA",1212,"N13750","JAC","DEN",1518,1511,-7,19,1530,86,84,55,406,1625,10,1644,1635,-9,0,0,"",NA,NA,NA,NA,NA
2015,8,17,1,"WN",194,"N486WN","BWI","ATL",1525,1613,48,46,1659,120,NA,NA,577,2148,11,1725,2159,NA,1,0,"",NA,NA,NA,NA,NA
2015,8,17,1,"EV",5970,"N36915","ORD","BHM",1550,1634,44,38,1712,113,129,87,584,1839,4,1743,1843,60,0,0,"",16,0,0,0,44
2015,8,17,1,"WN",2144,"N715SW","HOU","MCO",2005,2014,9,9,2023,135,125,111,849,2314,5,2320,2319,-1,0,0,"",NA,NA,NA,NA,NA
2015,8,18,2,"OO",4975,"N952SW","CID","ORD",704,659,-5,22,721,68,75,40,196,801,13,812,814,2,0,0,"",NA,NA,NA,NA,NA
2015,8,18,2,"WN",102,"N7813P","ABQ","DAL",730,728,-2,11,739,95,94,79,580,958,4,1005,1002,-3,0,0,"",NA,NA,NA,NA,NA
2015,8,18,2,"NK",300,"N607NK","MYR","LGA",903,857,-6,12,909,117,99,80,563,1029,7,1100,1036,-24,0,0,"",NA,NA,NA,NA,NA
2015,8,18,2,"EV",5285,"N606LR","SAT","DTW",1245,1415,90,19,1434,189,170,145,1214,1759,6,1654,1805,71,0,0,"",0,0,0,71,0
2015,8,18,2,"EV",5092,"N138EV","ATL","HOU",1250,1244,-6,31,1315,122,138,102,696,1357,5,1352,1402,10,0,0,"",NA,NA,NA,NA,NA
2015,8,18,2,"UA",690,"N467UA","IAH","SAT",1306,1438,92,12,1450,65,49,35,191,1525,2,1411,1527,76,0,0,"",0,0,76,0,0
2015,8,18,2,"MQ",3354,"N845MQ","DFW","ABI",1345,1339,-6,12,1351,56,49,30,158,1421,7,1441,1428,-13,0,0,"",NA,NA,NA,NA,NA
2015,8,18,2,"DL",1123,"N698DL","ATL","SLC",1416,1437,21,17,1454,242,236,215,1590,1629,4,1618,1633,15,0,0,"",0,0,15,0,0
2015,8,18,2,"EV",3267,"N14993","EWR","ORF",1502,1502,0,13,1515,80,71,54,284,1609,4,1622,1613,-9,0,0,"",NA,NA,NA,NA,NA
2015,8,18,2,"WN",669,"N7708E","MCO","SJU",1550,1551,1,6,1557,170,159,149,1189,1826,4,1840,1830,-10,0,0,"",NA,NA,NA,NA,NA
2015,8,18,2,"UA",338,"N479UA","ORD","IAH",1602,1608,6,28,1636,162,176,139,925,1855,9,1844,1904,20,0,0,"",14,0,6,0,0
2015,8,18,2,"OO",6538,"N594SW","GJT","DEN",1700,1653,-7,23,1716,67,72,40,212,1756,9,1807,1805,-2,0,0,"",NA,NA,NA,NA,NA
2015,8,18,2,"WN",982,"N490WN","FLL","BWI",1710,1709,-1,12,1721,155,158,140,925,1941,6,1945,1947,2,0,0,"",NA,NA,NA,NA,NA
2015,8,18,2,"DL",2224,"N314NB","OMA","DTW",1730,1722,-8,7,1729,118,119,87,651,1956,25,2028,2021,-7,0,0,"",NA,NA,NA,NA,NA
2015,8,18,2,"DL",2793,"N953AT","DTW","BGR",1945,1944,-1,14,1958,120,112,95,750,2133,3,2145,2136,-9,0,0,"",NA,NA,NA,NA,NA
2015,8,18,2,"UA",1928,"N33289","ATL","EWR",2037,2144,67,30,2214,138,135,100,746,2354,5,2255,2359,64,0,0,"",0,0,0,56,8
2015,8,18,2,"UA",342,"N439UA","ORD","IAD",2050,2156,66,55,2251,105,137,77,589,108,5,2335,113,98,0,0,"",32,0,0,13,53
2015,8,19,3,"EV",5399,"N707EV","SAV","LGA",700,704,4,10,714,131,124,104,722,858,10,911,908,-3,0,0,"",NA,NA,NA,NA,NA
2015,8,19,3,"AA",289,"N3MFAA","BOS","ORD",710,701,-9,24,725,177,164,124,867,829,16,907,845,-22,0,0,"",NA,NA,NA,NA,NA
2015,8,19,3,"DL",1446,"N682DA","PHX","ATL",720,715,-5,15,730,225,227,202,1587,1352,10,1405,1402,-3,0,0,"",NA,NA,NA,NA,NA
2015,8,19,3,"DL",1618,"N666DN","MCO","ATL",720,717,-3,31,748,101,103,61,404,849,11,901,900,-1,0,0,"",NA,NA,NA,NA,NA
2015,8,19,3,"WN",322,"N446WN","SJC","LAS",815,807,-8,13,820,80,81,63,386,923,5,935,928,-7,0,0,"",NA,NA,NA,NA,NA
2015,8,19,3,"DL",863,"N996DL","BHM","ATL",915,913,-2,12,925,58,51,33,134,1058,6,1113,1104,-9,0,0,"",NA,NA,NA,NA,NA
2015,8,19,3,"WN",861,"N233LV","ISP","PBI",1145,1150,5,7,1157,170,155,144,1052,1421,4,1435,1425,-10,0,0,"",NA,NA,NA,NA,NA
2015,8,19,3,"EV",4533,"N11189","EWR","CLT",1230,1230,0,14,1244,117,99,74,529,1358,11,1427,1409,-18,0,0,"",NA,NA,NA,NA,NA
2015,8,19,3,"B6",379,"N644JB","LAS","LGB",1309,1343,34,22,1405,66,69,44,231,1449,3,1415,1452,37,0,0,"",3,0,10,24,0
2015,8,19,3,"DL",2832,"N334NB","DTW","BWI",1520,1520,0,15,1535,93,102,77,409,1652,10,1653,1702,9,0,0,"",NA,NA,NA,NA,NA
2015,8,19,3,"WN",502,"N289CT","DCA","MDW",1635,1632,-3,22,1654,130,113,86,601,1720,5,1745,1725,-20,0,0,"",NA,NA,NA,NA,NA
2015,8,19,3,"AA",1572,"N3JNAA","MIA","LAS",1850,1905,15,10,1915,310,297,281,2174,2056,6,2100,2102,2,0,0,"",NA,NA,NA,NA,NA
2015,8,19,3,"AA",1940,"N722US","RIC","CLT",1940,2134,114,11,2145,77,62,46,257,2231,5,2057,2236,99,0,0,"",0,0,0,99,0
2015,8,19,3,"AA",1010,"N425AA","DFW","STL",2005,2007,2,17,2024,106,93,71,550,2135,5,2151,2140,-11,0,0,"",NA,NA,NA,NA,NA
2015,8,19,3,"AA",1708,"N659AW","PHL","BOS",2115,2121,6,25,2146,86,81,50,280,2236,6,2241,2242,1,0,0,"",NA,NA,NA,NA,NA
2015,8,20,4,"WN",3086,"7819A","BWI","MDW",610,617,7,20,637,120,121,95,611,712,6,710,718,8,0,0,"",NA,NA,NA,NA,NA
2015,8,20,4,"AS",499,"N590AS","SAN","SEA",630,633,3,21,654,165,180,152,1050,926,7,915,933,18,0,0,"",18,0,0,0,0
2015,8,20,4,"UA",219,"N496UA","EWR","ORD",650,658,8,43,741,144,153,106,719,827,4,814,831,17,0,0,"",9,0,8,0,0
2015,8,20,4,"OO",6431,"N788SK","LAX","SAT",726,723,-3,23,746,177,225,148,1211,1214,54,1223,1308,45,0,0,"",45,0,0,0,0
2015,8,20,4,"DL",1243,"N929DL","ATL","DFW",735,744,9,14,758,130,138,120,731,858,4,845,902,17,0,0,"",8,0,9,0,0
2015,8,20,4,"NK",357,"N614NK","ORD","LAS",810,838,28,14,852,229,225,202,1514,1014,9,959,1023,24,0,0,"",0,0,24,0,0
2015,8,20,4,"DL",2598,"N136DL","ATL","PDX",1006,1009,3,22,1031,310,298,273,2172,1204,3,1216,1207,-9,0,0,"",NA,NA,NA,NA,NA
2015,8,20,4,"WN",3237,"N468WN","LAS","ATL",1010,1016,6,11,1027,240,232,203,1747,1650,18,1710,1708,-2,0,0,"",NA,NA,NA,NA,NA
2015,8,20,4,"EV",4452,"N11194","IAH","CLE",1019,1019,0,35,1054,173,174,133,1091,1407,6,1412,1413,1,0,0,"",NA,NA,NA,NA,NA
2015,8,20,4,"OO",5522,"N706SK","DEN","MEM",1020,1019,-1,10,1029,138,128,109,872,1318,9,1338,1327,-11,0,0,"",NA,NA,NA,NA,NA
2015,8,20,4,"WN",321,"N763SW","ATL","TPA",1105,1142,37,15,1157,80,80,60,406,1257,5,1225,1302,37,0,0,"",0,0,37,0,0
2015,8,20,4,"AS",306,"N548AS","SEA","SFO",1140,1213,33,25,1238,135,134,96,679,1414,13,1355,1427,32,0,0,"",0,0,0,0,32
2015,8,20,4,"DL",1863,"N980AT","LIT","ATL",1200,1157,-3,14,1211,97,88,68,453,1419,6,1437,1425,-12,0,0,"",NA,NA,NA,NA,NA
2015,8,20,4,"MQ",3096,"N683MQ","CMI","ORD",1441,1451,10,9,1500,61,49,30,135,1530,10,1542,1540,-2,0,0,"",NA,NA,NA,NA,NA
2015,8,20,4,"UA",1243,"N38473","EWR","LAX",1600,1602,2,75,1717,364,412,317,2454,1934,20,1904,1954,50,0,0,"",50,0,0,0,0
2015,8,20,4,"WN",2962,"N968WN","ATL","RDU",1700,1934,154,27,2001,80,102,58,356,2059,17,1820,2116,176,0,0,"",22,0,0,154,0
2015,8,20,4,"DL",1777,"N933AT","ATL","ORD",1735,1745,10,17,1802,135,115,86,606,1828,12,1850,1840,-10,0,0,"",NA,NA,NA,NA,NA
2015,8,20,4,"DL",1219,"N757AT","LAX","OGG",1745,1816,31,14,1830,339,333,314,2486,2044,5,2024,2049,25,0,0,"",0,0,16,9,0
2015,8,20,4,"WN",868,"N405WN","PHX","SNA",1830,1842,12,8,1850,70,62,50,338,1940,4,1940,1944,4,0,0,"",NA,NA,NA,NA,NA
2015,8,20,4,"UA",208,"N457UA","IAD","LAX",1900,2016,76,14,2030,330,347,293,2288,2223,40,2130,2303,93,0,0,"",17,0,0,0,76
2015,8,20,4,"WN",2342,"N421LV","OAK","LAS",1920,1924,4,9,1933,85,82,66,407,2039,7,2045,2046,1,0,0,"",NA,NA,NA,NA,NA
2015,8,21,5,"WN",290,"N389SW","MSP","ATL",535,531,-4,10,541,155,141,123,907,844,8,910,852,-18,0,0,"",NA,NA,NA,NA,NA
2015,8,21,5,"WN",2786,"N962WN","LAX","SMF",805,805,0,10,815,75,72,58,373,913,4,920,917,-3,0,0,"",NA,NA,NA,NA,NA
2015,8,21,5,"EV",5931,"N11193","ORD","JAN",912,917,5,19,936,127,119,93,677,1109,7,1119,1116,-3,0,0,"",NA,NA,NA,NA,NA
2015,8,21,5,"MQ",3209,"N3AEMQ","ORD","ELP",1006,1003,-3,12,1015,184,173,154,1236,1149,7,1210,1156,-14,0,0,"",NA,NA,NA,NA,NA
2015,8,21,5,"AA",139,"N868AA","MIA","LAX",1225,1223,-2,17,1240,328,323,299,2342,1439,7,1453,1446,-7,0,0,"",NA,NA,NA,NA,NA
2015,8,21,5,"WN",3115,"N7730A","OMA","DEN",1335,1337,2,10,1347,90,86,70,472,1357,6,1405,1403,-2,0,0,"",NA,NA,NA,NA,NA
2015,8,21,5,"WN",412,"N762SW","SEA","SNA",1425,1433,8,17,1450,165,153,132,978,1702,4,1710,1706,-4,0,0,"",NA,NA,NA,NA,NA
2015,8,21,5,"WN",735,"N200WN","LAX","LAS",1425,1426,1,17,1443,70,64,40,236,1523,7,1535,1530,-5,0,0,"",NA,NA,NA,NA,NA
2015,8,21,5,"EV",6057,"N15572","BHM","ORD",1802,1756,-6,15,1811,128,124,97,584,1948,12,2010,2000,-10,0,0,"",NA,NA,NA,NA,NA
2015,8,21,5,"OO",6486,"N712SK","DEN","ONT",1900,1857,-3,15,1912,134,126,109,819,2001,2,2014,2003,-11,0,0,"",NA,NA,NA,NA,NA
2015,8,22,6,"EV",2625,"N680AE","GPT","DFW",600,550,-10,14,604,108,112,87,500,731,11,748,742,-6,0,0,"",NA,NA,NA,NA,NA
2015,8,22,6,"AA",593,"N162UW","SNA","PHX",645,643,-2,NA,NA,86,NA,NA,338,NA,NA,811,NA,NA,0,1,"A",NA,NA,NA,NA,NA
2015,8,22,6,"NK",103,"N626NK","MYR","FLL",805,1358,353,19,1417,100,101,76,529,1533,6,945,1539,354,0,0,"",1,0,353,0,0
2015,8,22,6,"WN",3176,"N7816B","BUF","TPA",815,811,-4,10,821,160,154,139,1053,1040,5,1055,1045,-10,0,0,"",NA,NA,NA,NA,NA
2015,8,22,6,"WN",4640,"N705SW","LAX","MDW",915,938,23,9,947,235,226,212,1750,1519,5,1510,1524,14,0,0,"",NA,NA,NA,NA,NA
2015,8,22,6,"VX",766,"N836VA","DAL","LGA",1025,1018,-7,8,1026,195,193,178,1381,1424,7,1440,1431,-9,0,0,"",NA,NA,NA,NA,NA
2015,8,22,6,"UA",1251,"N37267","ORD","IAD",1047,1042,-5,11,1053,113,100,81,589,1314,8,1340,1322,-18,0,0,"",NA,NA,NA,NA,NA
2015,8,22,6,"WN",4334,"N353SW","PHX","SMF",1050,1047,-3,13,1100,125,110,93,647,1233,4,1255,1237,-18,0,0,"",NA,NA,NA,NA,NA
2015,8,22,6,"AS",509,"N506AS","SNA","SEA",1120,1109,-11,10,1119,149,150,136,978,1335,4,1349,1339,-10,0,0,"",NA,NA,NA,NA,NA
2015,8,22,6,"WN",936,"N7733B","BWI","BDL",1120,1118,-2,17,1135,70,67,46,283,1221,4,1230,1225,-5,0,0,"",NA,NA,NA,NA,NA
2015,8,22,6,"EV",4556,"N11127","IAH","MTJ",1148,1138,-10,14,1152,156,148,129,927,1301,5,1324,1306,-18,0,0,"",NA,NA,NA,NA,NA
2015,8,22,6,"AA",795,"N949UW","PHL","IAH",1410,1404,-6,19,1423,214,223,193,1325,1636,11,1644,1647,3,0,0,"",NA,NA,NA,NA,NA
2015,8,22,6,"OO",2862,"N862AS","FAT","LAX",1555,1552,-3,9,1601,78,80,43,209,1644,28,1713,1712,-1,0,0,"",NA,NA,NA,NA,NA
2015,8,22,6,"MQ",3669,"N641MQ","ORD","FWA",1644,1641,-3,16,1657,63,46,28,157,1825,2,1847,1827,-20,0,0,"",NA,NA,NA,NA,NA
2015,8,22,6,"OO",6220,"N145SY","SFO","RNO",2316,2313,-3,21,2334,60,58,33,192,7,4,16,11,-5,0,0,"",NA,NA,NA,NA,NA
2015,8,23,7,"AA",453,"N678AW","PHL","SFO",750,744,-6,18,802,370,348,326,2521,1028,4,1100,1032,-28,0,0,"",NA,NA,NA,NA,NA
2015,8,23,7,"AA",150,"N486AA","ELP","DFW",1005,958,-7,8,1006,109,97,75,551,1221,14,1254,1235,-19,0,0,"",NA,NA,NA,NA,NA
2015,8,23,7,"WN",2370,"N282WN","SAN","SEA",1150,1157,7,10,1207,175,163,134,1050,1421,19,1445,1440,-5,0,0,"",NA,NA,NA,NA,NA
2015,8,23,7,"VX",486,"N849VA","LAX","LAS",1235,1233,-2,15,1248,70,62,40,236,1328,7,1345,1335,-10,0,0,"",NA,NA,NA,NA,NA
2015,8,23,7,"DL",1077,"N318NB","ATL","RDU",1410,1524,74,19,1543,89,88,65,356,1648,4,1539,1652,73,0,0,"",0,0,26,47,0
2015,8,23,7,"OO",6274,"N143SY","MSP","SFO",1457,1452,-5,18,1510,258,273,249,1589,1719,6,1715,1725,10,0,0,"",NA,NA,NA,NA,NA
2015,8,23,7,"DL",1534,"N924DL","IND","ATL",1605,1621,16,11,1632,100,79,62,432,1734,6,1745,1740,-5,0,0,"",NA,NA,NA,NA,NA
2015,8,23,7,"EV",4165,"N14977","FNT","ORD",1637,1718,41,14,1732,73,64,44,223,1716,6,1650,1722,32,0,0,"",0,0,0,32,0
2015,8,23,7,"WN",588,"N8607M","DEN","MDW",1650,1708,18,13,1721,140,127,108,895,2009,6,2010,2015,5,0,0,"",NA,NA,NA,NA,NA
2015,8,23,7,"EV",5157,"N843AS","ATL","MLB",1740,1738,-2,15,1753,96,88,69,442,1902,4,1916,1906,-10,0,0,"",NA,NA,NA,NA,NA
2015,8,23,7,"OO",6231,"N117SY","ORD","IND",1745,1820,35,21,1841,62,59,33,177,2014,5,1947,2019,32,0,0,"",0,0,32,0,0
2015,8,23,7,"F9",443,"N925FR","FSD","DEN",1755,1747,-8,20,1807,92,102,77,483,1824,5,1827,1829,2,0,0,"",NA,NA,NA,NA,NA
2015,8,23,7,"NK",892,"N587NK","MCO","DTW",1826,1825,-1,18,1843,158,179,151,957,2114,10,2104,2124,20,0,0,"",20,0,0,0,0
2015,8,23,7,"AA",362,"N3DYAA","DFW","PHL",1850,1851,1,19,1910,210,195,161,1303,2251,15,2320,2306,-14,0,0,"",NA,NA,NA,NA,NA
2015,8,23,7,"DL",2229,"N957AT","AGS","ATL",1911,1910,-1,16,1926,71,57,29,143,1955,12,2022,2007,-15,0,0,"",NA,NA,NA,NA,NA
2015,8,23,7,"B6",1189,"N178JB","BOS","DCA",2055,2124,29,19,2143,92,90,67,399,2250,4,2227,2254,27,0,0,"",0,0,16,11,0
2015,8,23,7,"OO",4612,"N608SK","SEA","PDX",2200,2302,62,17,2319,51,50,30,129,2349,3,2251,2352,61,0,0,"",0,0,0,61,0
2015,8,24,1,"OO",5337,"N970SW","MAF","DEN",608,551,-17,18,609,113,111,86,563,635,7,701,642,-19,0,0,"",NA,NA,NA,NA,NA
2015,8,24,1,"HA",107,"N481HA","KOA","HNL",613,733,80,8,741,42,57,40,163,821,9,655,830,95,0,0,"",0,0,15,80,0
2015,8,24,1,"OO",6509,"N752SK","ATL","IAH",645,645,0,14,659,123,110,89,689,728,7,748,735,-13,0,0,"",NA,NA,NA,NA,NA
2015,8,24,1,"WN",1813,"N7709A","LAS","MDW",700,659,-1,16,715,210,203,180,1521,1215,7,1230,1222,-8,0,0,"",NA,NA,NA,NA,NA
2015,8,24,1,"UA",204,"N529UA","ORD","LAX",734,726,-8,17,743,264,290,228,1744,931,45,958,1016,18,0,0,"",18,0,0,0,0
2015,8,24,1,"UA",1014,"N69818","AUS","IAH",809,808,-1,10,818,63,57,35,140,853,12,912,905,-7,0,0,"",NA,NA,NA,NA,NA
2015,8,24,1,"OO",6382,"N121SY","SFO","BOI",900,854,-6,15,909,104,90,71,522,1120,4,1144,1124,-20,0,0,"",NA,NA,NA,NA,NA
2015,8,24,1,"B6",152,"N517JB","MCO","BOS",915,919,4,11,930,170,168,151,1121,1201,6,1205,1207,2,0,0,"",NA,NA,NA,NA,NA
2015,8,24,1,"AA",1029,"N3BPAA","LAS","ORD",1201,1215,14,18,1233,232,219,182,1514,1735,19,1753,1754,1,0,0,"",NA,NA,NA,NA,NA
2015,8,24,1,"OO",5261,"N727SK","IAH","DTW",1301,1315,14,17,1332,173,160,139,1075,1651,4,1654,1655,1,0,0,"",NA,NA,NA,NA,NA
2015,8,24,1,"EV",5892,"N11194","LGA","CLE",1529,1517,-12,12,1529,104,84,66,419,1635,6,1713,1641,-32,0,0,"",NA,NA,NA,NA,NA
2015,8,24,1,"UA",262,"N833UA","BNA","ORD",1604,1623,19,10,1633,105,101,67,409,1740,24,1749,1804,15,0,0,"",0,0,15,0,0
